Timestamp,Elapsed,Cathode_Ch1_V,Cathode_Ch1_I,Cathode_Ch1_Status,Anode_Ch2_V,Anode_Ch2_I,Anode_Ch2_Status,Grid_Ch3_V,Grid_Ch3_I,Grid_Ch3_Status
16:45:14,4.09,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:15,5.03,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:16,5.81,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:16,6.58,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:17,7.36,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:18,8.12,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:19,8.9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:19,9.68,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:20,10.46,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:21,11.22,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:22,12.01,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:23,12.78,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:23,13.57,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:24,14.39,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:25,15.16,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:26,15.95,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:27,16.75,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:27,17.52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:28,18.35,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:29,19.12,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:30,19.89,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:30,20.67,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:31,21.44,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:32,22.2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:33,22.98,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:34,23.76,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:34,24.55,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:35,25.31,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:36,26.08,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:37,26.84,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:37,27.62,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:38,28.38,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:39,29.15,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:40,29.92,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:40,30.69,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
16:45:41,31.47,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
