Timestamp,Elapsed,Cathode_Ch1_V,Cathode_Ch1_I,Cathode_Ch1_Status,Anode_Ch2_V,Anode_Ch2_I,Anode_Ch2_Status,Grid_Ch3_V,Grid_Ch3_I,Grid_Ch3_Status
10:42:01,464.18,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:02,465.2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:03,466.02,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:04,466.88,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:05,467.67,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:06,468.51,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:06,469.28,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:07,470.07,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:08,470.86,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:09,471.64,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:09,472.41,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:10,473.19,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:11,473.97,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:12,474.78,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:13,475.56,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:13,476.35,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:14,477.12,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:15,477.92,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:16,478.69,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:17,479.53,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:17,480.31,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:18,481.13,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:19,481.96,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:20,482.79,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:21,483.58,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:21,484.39,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:22,485.22,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:23,486.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:24,486.8,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:25,487.63,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:26,488.45,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:26,489.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:27,490.1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:28,490.89,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:29,491.73,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
10:42:30,492.53,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:30,493.31,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:31,494.08,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:32,494.89,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:33,495.69,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:34,496.48,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:34,497.28,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:35,498.2,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:36,498.99,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:37,499.79,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:38,500.58,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:38,501.37,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:39,502.15,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:40,502.93,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:41,503.72,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:42,504.53,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:42,505.35,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:43,506.13,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:44,506.89,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:45,507.72,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:46,508.52,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:46,509.34,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:47,510.19,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:48,510.99,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:49,511.76,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:50,512.53,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:50,513.31,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:51,514.1,5.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:52,514.91,11.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:53,515.73,17.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:54,516.55,30.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:54,517.33,42.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:55,518.2,48.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:56,519.02,50.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:57,519.8,50.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:58,520.62,50.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:58,521.39,50.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:42:59,522.15,50.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:00,522.93,50.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:01,523.74,50.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:02,524.56,50.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:02,525.41,50.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:03,526.18,51.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:04,526.97,51.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:05,527.77,51.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:06,528.57,51.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:06,529.38,51.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:07,530.17,51.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:08,530.97,51.0,0.0,1,0.0,0.0,0,0.0,0.0,0
10:43:09,531.78,51.0,0.0,1,0.0,0.0,0,0.0,0.0,0
