Timestamp,Elapsed,ch0_setV,ch0_monV,ch0_setI,ch0_monI,ch0_status,ch1_setV,ch1_monV,ch1_setI,ch1_monI,ch1_status,ch2_setV,ch2_monV,ch2_setI,ch2_monI,ch2_status,ch3_setV,ch3_monV,ch3_setI,ch3_monI,ch3_status,ch4_setV,ch4_monV,ch4_setI,ch4_monI,ch4_status,ch5_setV,ch5_monV,ch5_setI,ch5_monI,ch5_status
2026-04-01 14:03:43,59.02,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:44,59.96,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:44,60.66,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:45,61.38,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:46,62.11,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:46,62.83,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:47,63.56,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:48,64.28,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:49,65.0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:49,65.72,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:50,66.44,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:51,67.17,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:51,67.88,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
2026-04-01 14:03:52,68.36,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0,0.0,0.0,20.0,0.0,0
