# HV Ramp Log
# Start time: 2025-12-25T21:42:02
# Operator(s): sdasfd
# Setup: sdfdsfs
#
timestamp,step,channel,checked,Vgrid,Vanode,Vcathode,Note
2025-12-25T21:42:06,01,CH3,True,0,0,50,
2025-12-25T21:42:07,01,CH2,True,0,0,50,
2025-12-25T21:42:09,01,CH1,True,0,0,50,
2025-12-25T21:42:10,02,CH3,True,50,50,100,
2025-12-25T21:42:11,02,CH2,True,50,50,100,
2025-12-25T21:42:12,02,CH1,True,50,50,100,
2025-12-25T21:42:13,03,CH3,True,100,100,150,
2025-12-25T21:42:15,03,CH2,True,100,100,150,
2025-12-25T21:42:15,03,CH1,True,100,100,150,
2025-12-25T21:42:16,04,CH3,True,150,150,200,
2025-12-25T21:42:18,04,CH2,True,150,150,200,
2025-12-25T21:42:18,04,CH1,True,150,150,200,
2025-12-25T21:42:20,05,CH3,True,200,200,250,
2025-12-25T21:42:20,05,CH2,True,200,200,250,
2025-12-25T21:42:21,05,CH1,True,200,200,250,
2025-12-25T21:42:23,06,CH3,True,250,250,300,
2025-12-25T21:42:24,06,CH2,True,250,250,300,
2025-12-25T21:42:24,06,CH1,True,250,250,300,
2025-12-25T21:42:25,07,CH3,True,275,275,325,
2025-12-25T21:42:26,07,CH2,True,275,275,325,
2025-12-25T21:42:27,07,CH1,True,275,275,325,
2025-12-25T21:42:27,08,CH3,True,300,300,350,
2025-12-25T21:42:28,08,CH2,True,300,300,350,
2025-12-25T21:42:29,08,CH1,True,300,300,350,
2025-12-25T21:42:30,09,CH3,True,325,325,375,
2025-12-25T21:42:31,09,CH2,True,325,325,375,
2025-12-25T21:42:32,09,CH1,True,325,325,375,
2025-12-25T21:42:33,10,CH1,True,325,325,425,
2025-12-25T21:42:35,11,CH1,True,325,325,475,
2025-12-25T21:42:36,12,CH1,True,325,325,525,
2025-12-25T21:42:37,13,CH1,True,325,325,575,
2025-12-25T21:42:38,14,CH1,True,325,325,625,
2025-12-25T21:42:39,15,CH1,True,325,325,675,
2025-12-25T21:42:41,16,CH1,True,325,325,725,
2025-12-25T21:42:42,17,CH1,True,325,325,775,
2025-12-25T21:42:43,18,CH1,True,325,325,825,
2025-12-25T21:42:45,19,CH1,True,325,325,875,
2025-12-25T21:42:45,20,CH1,True,325,325,925,
2025-12-25T21:42:46,21,CH1,True,325,325,975,
2025-12-25T21:42:47,22,CH1,True,325,325,1025,
2025-12-25T21:42:49,23,CH1,True,325,325,1075,
2025-12-25T21:42:50,24,CH1,True,325,325,1125,
